ticker,form,mode,years_or_limit,timestamp
AMZN,10-Q,year-range,2023,2025-08-29T10:03:16
AMZN,10-Q,year-range,2024,2025-08-29T10:03:16
AMZN,10-Q,year-range,2025,2025-08-29T10:03:16
NVDA,10-K,year-range,2023,2025-08-29T10:03:16
NVDA,10-K,year-range,2024,2025-08-29T10:03:16
NVDA,10-K,year-range,2025,2025-08-29T10:03:16
NVDA,10-Q,year-range,2023,2025-08-29T10:03:16
NVDA,10-Q,year-range,2024,2025-08-29T10:03:16
NVDA,10-Q,year-range,2025,2025-08-29T10:03:16
META,10-K,year-range,2023,2025-08-29T10:03:16
META,10-K,year-range,2024,2025-08-29T10:03:16
META,10-K,year-range,2025,2025-08-29T10:03:16
META,10-Q,year-range,2023,2025-08-29T10:03:16
META,10-Q,year-range,2024,2025-08-29T10:03:16
META,10-Q,year-range,2025,2025-08-29T10:03:16
BRK-A,10-K,year-range,2023,2025-08-29T10:03:16
BRK-A,10-K,year-range,2024,2025-08-29T10:03:16
BRK-A,10-K,year-range,2025,2025-08-29T10:03:16
BRK-A,10-Q,year-range,2023,2025-08-29T10:03:16
BRK-A,10-Q,year-range,2024,2025-08-29T10:03:16
BRK-A,10-Q,year-range,2025,2025-08-29T10:03:16
TSLA,10-K,year-range,2023,2025-08-29T10:03:16
TSLA,10-K,year-range,2024,2025-08-29T10:03:16
TSLA,10-K,year-range,2025,2025-08-29T10:03:16
TSLA,10-Q,year-range,2023,2025-08-29T10:03:16
TSLA,10-Q,year-range,2024,2025-08-29T10:03:16
TSLA,10-Q,year-range,2025,2025-08-29T10:03:16
JPM,10-K,year-range,2023,2025-08-29T10:03:16
JPM,10-K,year-range,2024,2025-08-29T10:03:16
JPM,10-K,year-range,2025,2025-08-29T10:03:16
JPM,10-Q,year-range,2023,2025-08-29T10:03:16
JPM,10-Q,year-range,2024,2025-08-29T10:03:16
JPM,10-Q,year-range,2025,2025-08-29T10:03:16
JNJ,10-K,year-range,2023,2025-08-29T10:03:16
JNJ,10-K,year-range,2024,2025-08-29T10:03:16
JNJ,10-K,year-range,2025,2025-08-29T10:03:16
JNJ,10-Q,year-range,2023,2025-08-29T10:03:16
JNJ,10-Q,year-range,2024,2025-08-29T10:03:16
JNJ,10-Q,year-range,2025,2025-08-29T10:03:16
AAPL,10-K,year-range,2020,2025-09-15T15:47:21
AAPL,10-K,year-range,2021,2025-09-15T15:47:21
AAPL,10-K,year-range,2022,2025-09-15T15:47:21
AAPL,10-K,year-range,2023,2025-09-15T15:47:21
AAPL,10-K,year-range,2024,2025-09-15T15:47:21
AAPL,10-K,year-range,2025,2025-09-15T15:47:21
AAPL,10-Q,year-range,2020,2025-09-15T15:47:21
AAPL,10-Q,year-range,2021,2025-09-15T15:47:21
AAPL,10-Q,year-range,2022,2025-09-15T15:47:21
AAPL,10-Q,year-range,2023,2025-09-15T15:47:21
AAPL,10-Q,year-range,2024,2025-09-15T15:47:21
AAPL,10-Q,year-range,2025,2025-09-15T15:47:21
MSFT,10-K,year-range,2020,2025-09-15T15:47:21
MSFT,10-K,year-range,2021,2025-09-15T15:47:21
MSFT,10-K,year-range,2022,2025-09-15T15:47:21
MSFT,10-K,year-range,2023,2025-09-15T15:47:21
MSFT,10-K,year-range,2024,2025-09-15T15:47:21
MSFT,10-K,year-range,2025,2025-09-15T15:47:21
MSFT,10-Q,year-range,2020,2025-09-15T15:47:21
MSFT,10-Q,year-range,2021,2025-09-15T15:47:21
MSFT,10-Q,year-range,2022,2025-09-15T15:47:21
MSFT,10-Q,year-range,2023,2025-09-15T15:47:21
MSFT,10-Q,year-range,2024,2025-09-15T15:47:21
MSFT,10-Q,year-range,2025,2025-09-15T15:47:21
GOOGL,10-K,year-range,2020,2025-09-15T15:47:21
GOOGL,10-K,year-range,2021,2025-09-15T15:47:21
GOOGL,10-K,year-range,2022,2025-09-15T15:47:21
GOOGL,10-K,year-range,2023,2025-09-15T15:47:21
GOOGL,10-K,year-range,2024,2025-09-15T15:47:21
GOOGL,10-K,year-range,2025,2025-09-15T15:47:21
GOOGL,10-Q,year-range,2020,2025-09-15T15:47:21
GOOGL,10-Q,year-range,2021,2025-09-15T15:47:21
GOOGL,10-Q,year-range,2022,2025-09-15T15:47:21
GOOGL,10-Q,year-range,2023,2025-09-15T15:47:21
GOOGL,10-Q,year-range,2024,2025-09-15T15:47:21
GOOGL,10-Q,year-range,2025,2025-09-15T15:47:21
AMZN,10-K,year-range,2020,2025-09-15T15:47:21
AMZN,10-K,year-range,2021,2025-09-15T15:47:21
AMZN,10-K,year-range,2022,2025-09-15T15:47:21
AMZN,10-K,year-range,2023,2025-09-15T15:47:21
AMZN,10-K,year-range,2024,2025-09-15T15:47:21
AMZN,10-K,year-range,2025,2025-09-15T15:47:21
AMZN,10-Q,year-range,2020,2025-09-15T15:47:21
AMZN,10-Q,year-range,2021,2025-09-15T15:47:21
AMZN,10-Q,year-range,2022,2025-09-15T15:47:21
AMZN,10-Q,year-range,2023,2025-09-15T15:47:21
AMZN,10-Q,year-range,2024,2025-09-15T15:47:21
AMZN,10-Q,year-range,2025,2025-09-15T15:47:21
NVDA,10-K,year-range,2020,2025-09-15T15:47:21
NVDA,10-K,year-range,2021,2025-09-15T15:47:21
NVDA,10-K,year-range,2022,2025-09-15T15:47:21
NVDA,10-K,year-range,2023,2025-09-15T15:47:21
NVDA,10-K,year-range,2024,2025-09-15T15:47:21
NVDA,10-K,year-range,2025,2025-09-15T15:47:21
NVDA,10-Q,year-range,2020,2025-09-15T15:47:21
NVDA,10-Q,year-range,2021,2025-09-15T15:47:21
NVDA,10-Q,year-range,2022,2025-09-15T15:47:21
NVDA,10-Q,year-range,2023,2025-09-15T15:47:21
NVDA,10-Q,year-range,2024,2025-09-15T15:47:21
NVDA,10-Q,year-range,2025,2025-09-15T15:47:21
META,10-K,year-range,2020,2025-09-15T15:47:21
META,10-K,year-range,2021,2025-09-15T15:47:21
META,10-K,year-range,2022,2025-09-15T15:47:21
META,10-K,year-range,2023,2025-09-15T15:47:21
META,10-K,year-range,2024,2025-09-15T15:47:21
META,10-K,year-range,2025,2025-09-15T15:47:21
META,10-Q,year-range,2020,2025-09-15T15:47:21
META,10-Q,year-range,2021,2025-09-15T15:47:21
META,10-Q,year-range,2022,2025-09-15T15:47:21
META,10-Q,year-range,2023,2025-09-15T15:47:21
META,10-Q,year-range,2024,2025-09-15T15:47:21
META,10-Q,year-range,2025,2025-09-15T15:47:21
BRK-A,10-K,year-range,2020,2025-09-15T15:47:21
BRK-A,10-K,year-range,2021,2025-09-15T15:47:21
BRK-A,10-K,year-range,2022,2025-09-15T15:47:21
BRK-A,10-K,year-range,2023,2025-09-15T15:47:21
BRK-A,10-K,year-range,2024,2025-09-15T15:47:21
BRK-A,10-K,year-range,2025,2025-09-15T15:47:21
BRK-A,10-Q,year-range,2020,2025-09-15T15:47:21
BRK-A,10-Q,year-range,2021,2025-09-15T15:47:21
BRK-A,10-Q,year-range,2022,2025-09-15T15:47:21
BRK-A,10-Q,year-range,2023,2025-09-15T15:47:21
BRK-A,10-Q,year-range,2024,2025-09-15T15:47:21
BRK-A,10-Q,year-range,2025,2025-09-15T15:47:21
TSLA,10-K,year-range,2020,2025-09-15T15:47:21
TSLA,10-K,year-range,2021,2025-09-15T15:47:21
TSLA,10-K,year-range,2022,2025-09-15T15:47:21
TSLA,10-K,year-range,2023,2025-09-15T15:47:21
TSLA,10-K,year-range,2024,2025-09-15T15:47:21
TSLA,10-K,year-range,2025,2025-09-15T15:47:21
TSLA,10-Q,year-range,2020,2025-09-15T15:47:21
TSLA,10-Q,year-range,2021,2025-09-15T15:47:21
TSLA,10-Q,year-range,2022,2025-09-15T15:47:21
TSLA,10-Q,year-range,2023,2025-09-15T15:47:21
TSLA,10-Q,year-range,2024,2025-09-15T15:47:21
TSLA,10-Q,year-range,2025,2025-09-15T15:47:21
JPM,10-K,year-range,2020,2025-09-15T15:47:21
JPM,10-K,year-range,2021,2025-09-15T15:47:21
JPM,10-K,year-range,2022,2025-09-15T15:47:21
JPM,10-K,year-range,2023,2025-09-15T15:47:21
JPM,10-K,year-range,2024,2025-09-15T15:47:21
JPM,10-K,year-range,2025,2025-09-15T15:47:21
JPM,10-Q,year-range,2020,2025-09-15T15:47:21
JPM,10-Q,year-range,2021,2025-09-15T15:47:21
JPM,10-Q,year-range,2022,2025-09-15T15:47:21
JPM,10-Q,year-range,2023,2025-09-15T15:47:21
JPM,10-Q,year-range,2024,2025-09-15T15:47:21
JPM,10-Q,year-range,2025,2025-09-15T15:47:21
JNJ,10-K,year-range,2020,2025-09-15T15:47:21
JNJ,10-K,year-range,2021,2025-09-15T15:47:21
JNJ,10-K,year-range,2022,2025-09-15T15:47:21
JNJ,10-K,year-range,2023,2025-09-15T15:47:21
JNJ,10-K,year-range,2024,2025-09-15T15:47:21
JNJ,10-K,year-range,2025,2025-09-15T15:47:21
JNJ,10-Q,year-range,2020,2025-09-15T15:47:21
JNJ,10-Q,year-range,2021,2025-09-15T15:47:21
JNJ,10-Q,year-range,2022,2025-09-15T15:47:21
JNJ,10-Q,year-range,2023,2025-09-15T15:47:21
JNJ,10-Q,year-range,2024,2025-09-15T15:47:21
JNJ,10-Q,year-range,2025,2025-09-15T15:47:21
V,10-K,year-range,2020,2025-09-15T15:47:21
V,10-K,year-range,2021,2025-09-15T15:47:21
V,10-K,year-range,2022,2025-09-15T15:47:21
V,10-K,year-range,2023,2025-09-15T15:47:21
V,10-K,year-range,2024,2025-09-15T15:47:21
V,10-K,year-range,2025,2025-09-15T15:47:21
V,10-Q,year-range,2020,2025-09-15T15:47:21
V,10-Q,year-range,2021,2025-09-15T15:47:21
V,10-Q,year-range,2022,2025-09-15T15:47:21
V,10-Q,year-range,2023,2025-09-15T15:47:21
V,10-Q,year-range,2024,2025-09-15T15:47:21
V,10-Q,year-range,2025,2025-09-15T15:47:21
MA,10-K,year-range,2020,2025-09-15T15:47:21
MA,10-K,year-range,2021,2025-09-15T15:47:21
MA,10-K,year-range,2022,2025-09-15T15:47:21
MA,10-K,year-range,2023,2025-09-15T15:47:21
MA,10-K,year-range,2024,2025-09-15T15:47:21
MA,10-K,year-range,2025,2025-09-15T15:47:21
MA,10-Q,year-range,2020,2025-09-15T15:47:21
MA,10-Q,year-range,2021,2025-09-15T15:47:21
MA,10-Q,year-range,2022,2025-09-15T15:47:21
MA,10-Q,year-range,2023,2025-09-15T15:47:21
MA,10-Q,year-range,2024,2025-09-15T15:47:21
MA,10-Q,year-range,2025,2025-09-15T15:47:21
PG,10-K,year-range,2020,2025-09-15T15:47:21
PG,10-K,year-range,2021,2025-09-15T15:47:21
PG,10-K,year-range,2022,2025-09-15T15:47:21
PG,10-K,year-range,2023,2025-09-15T15:47:21
PG,10-K,year-range,2024,2025-09-15T15:47:21
PG,10-K,year-range,2025,2025-09-15T15:47:21
PG,10-Q,year-range,2020,2025-09-15T15:47:21
PG,10-Q,year-range,2021,2025-09-15T15:47:21
PG,10-Q,year-range,2022,2025-09-15T15:47:21
PG,10-Q,year-range,2023,2025-09-15T15:47:21
PG,10-Q,year-range,2024,2025-09-15T15:47:21
PG,10-Q,year-range,2025,2025-09-15T15:47:21
KO,10-K,year-range,2020,2025-09-15T15:47:21
KO,10-K,year-range,2021,2025-09-15T15:47:21
KO,10-K,year-range,2022,2025-09-15T15:47:21
KO,10-K,year-range,2023,2025-09-15T15:47:21
KO,10-K,year-range,2024,2025-09-15T15:47:21
KO,10-K,year-range,2025,2025-09-15T15:47:21
KO,10-Q,year-range,2020,2025-09-15T15:47:21
KO,10-Q,year-range,2021,2025-09-15T15:47:21
KO,10-Q,year-range,2022,2025-09-15T15:47:21
KO,10-Q,year-range,2023,2025-09-15T15:47:21
KO,10-Q,year-range,2024,2025-09-15T15:47:21
KO,10-Q,year-range,2025,2025-09-15T15:47:21
PEP,10-K,year-range,2020,2025-09-15T15:47:21
PEP,10-K,year-range,2021,2025-09-15T15:47:21
PEP,10-K,year-range,2022,2025-09-15T15:47:21
PEP,10-K,year-range,2023,2025-09-15T15:47:21
PEP,10-K,year-range,2024,2025-09-15T15:47:21
PEP,10-K,year-range,2025,2025-09-15T15:47:21
PEP,10-Q,year-range,2020,2025-09-15T15:47:21
PEP,10-Q,year-range,2021,2025-09-15T15:47:21
PEP,10-Q,year-range,2022,2025-09-15T15:47:21
PEP,10-Q,year-range,2023,2025-09-15T15:47:21
PEP,10-Q,year-range,2024,2025-09-15T15:47:21
PEP,10-Q,year-range,2025,2025-09-15T15:47:21
XOM,10-K,year-range,2020,2025-09-15T15:47:21
XOM,10-K,year-range,2021,2025-09-15T15:47:21
XOM,10-K,year-range,2022,2025-09-15T15:47:21
XOM,10-K,year-range,2023,2025-09-15T15:47:21
XOM,10-K,year-range,2024,2025-09-15T15:47:21
XOM,10-K,year-range,2025,2025-09-15T15:47:21
XOM,10-Q,year-range,2020,2025-09-15T15:47:21
XOM,10-Q,year-range,2021,2025-09-15T15:47:21
XOM,10-Q,year-range,2022,2025-09-15T15:47:21
XOM,10-Q,year-range,2023,2025-09-15T15:47:21
XOM,10-Q,year-range,2024,2025-09-15T15:47:21
XOM,10-Q,year-range,2025,2025-09-15T15:47:21
CVX,10-K,year-range,2020,2025-09-15T15:47:21
CVX,10-K,year-range,2021,2025-09-15T15:47:21
CVX,10-K,year-range,2022,2025-09-15T15:47:21
CVX,10-K,year-range,2023,2025-09-15T15:47:21
CVX,10-K,year-range,2024,2025-09-15T15:47:21
CVX,10-K,year-range,2025,2025-09-15T15:47:21
CVX,10-Q,year-range,2020,2025-09-15T15:47:21
CVX,10-Q,year-range,2021,2025-09-15T15:47:21
CVX,10-Q,year-range,2022,2025-09-15T15:47:21
CVX,10-Q,year-range,2023,2025-09-15T15:47:21
CVX,10-Q,year-range,2024,2025-09-15T15:47:21
CVX,10-Q,year-range,2025,2025-09-15T15:47:21
WMT,10-K,year-range,2020,2025-09-15T15:47:21
WMT,10-K,year-range,2021,2025-09-15T15:47:21
WMT,10-K,year-range,2022,2025-09-15T15:47:21
WMT,10-K,year-range,2023,2025-09-15T15:47:21
WMT,10-K,year-range,2024,2025-09-15T15:47:21
WMT,10-K,year-range,2025,2025-09-15T15:47:21
WMT,10-Q,year-range,2020,2025-09-15T15:47:21
WMT,10-Q,year-range,2021,2025-09-15T15:47:21
WMT,10-Q,year-range,2022,2025-09-15T15:47:21
WMT,10-Q,year-range,2023,2025-09-15T15:47:21
WMT,10-Q,year-range,2024,2025-09-15T15:47:21
WMT,10-Q,year-range,2025,2025-09-15T15:47:21
PFE,10-K,year-range,2020,2025-09-15T15:47:21
PFE,10-K,year-range,2021,2025-09-15T15:47:21
PFE,10-K,year-range,2022,2025-09-15T15:47:21
PFE,10-K,year-range,2023,2025-09-15T15:47:21
PFE,10-K,year-range,2024,2025-09-15T15:47:21
PFE,10-K,year-range,2025,2025-09-15T15:47:21
PFE,10-Q,year-range,2020,2025-09-15T15:47:21
PFE,10-Q,year-range,2021,2025-09-15T15:47:21
PFE,10-Q,year-range,2022,2025-09-15T15:47:21
PFE,10-Q,year-range,2023,2025-09-15T15:47:21
PFE,10-Q,year-range,2024,2025-09-15T15:47:21
PFE,10-Q,year-range,2025,2025-09-15T15:47:21
UNH,10-K,year-range,2020,2025-09-15T15:47:21
UNH,10-K,year-range,2021,2025-09-15T15:47:21
UNH,10-K,year-range,2022,2025-09-15T15:47:21
UNH,10-K,year-range,2023,2025-09-15T15:47:21
UNH,10-K,year-range,2024,2025-09-15T15:47:21
UNH,10-K,year-range,2025,2025-09-15T15:47:21
UNH,10-Q,year-range,2020,2025-09-15T15:47:21
UNH,10-Q,year-range,2021,2025-09-15T15:47:21
UNH,10-Q,year-range,2022,2025-09-15T15:47:21
UNH,10-Q,year-range,2023,2025-09-15T15:47:21
UNH,10-Q,year-range,2024,2025-09-15T15:47:21
UNH,10-Q,year-range,2025,2025-09-15T15:47:21
